Трактор — Металлург Магнитогорск,19.10.2023 в 21:00,3.50,4.10,1.95
Автомобилист — Амур,19.10.2023 в 21:00,1.95,3.70,3.90
ЦСКА — Локомотив Ярославль,19.10.2023 в 23:30,2.35,3.75,2.95
Динамо Минск — Куньлунь Ред Стар,19.10.2023 в 23:30,1.40,5.60,7.10
Лада — Авангард,20.10.2023 в 22:00,2.95,3.85,2.20
Северсталь — Салават Юлаев,20.10.2023 в 23:00,2.70,4.15,2.25
Ак Барс — Сибирь,20.10.2023 в 23:00,1.55,4.80,5.00
ХК Сочи — Барыс,20.10.2023 в 23:30,2.10,4.30,3.10
Ак Барс — ЦСКА,22.10.2023 в 21:00,2.30,3.95,2.75
Оттава Сенаторз — Вашингтон Кэпиталз,19.10.2023 в 06:08,1.90,4.70,3.30
Детройт Ред Уингз — Питтсбург Пингвинз,19.10.2023 в 06:38,2.65,4.50,2.30
Флорида Пантерз — Торонто Мэйпл Лифс,20.10.2023 в 06:08,2.40,4.50,2.40
Нью-Йорк Рейнджерс — Нэшвилл Предаторз,20.10.2023 в 06:08,1.73,4.70,3.85
Баффало Сейбрз — Калгари Флэймз,20.10.2023 в 06:08,2.70,4.40,2.17
Тампа-Бэй Лайтнинг — Ванкувер Кэнакс,20.10.2023 в 06:08,1.85,4.70,3.30
Филадельфия Флайерз — Эдмонтон Ойлерз,20.10.2023 в 06:38,3.70,4.80,1.75
Миннесота Уайлд — Лос-Анджелес Кингз,20.10.2023 в 07:08,2.20,4.40,2.70
Сент-Луис Блюз — Аризона Койотис,20.10.2023 в 07:08,1.85,4.70,3.40
Виннипег Джетс — Вегас Голден Найтс,20.10.2023 в 07:08,2.70,4.40,2.20
Анахайм Дакс — Даллас Старз,20.10.2023 в 09:08,3.75,4.70,1.75
Сиэтл Кракен — Каролина Харрикейнз,20.10.2023 в 09:08,3.10,4.40,2.00
Сан-Хосе Шаркс — Бостон Брюинз,20.10.2023 в 09:38,4.40,4.80,1.62
Колорадо Эвеланш — Чикаго Блэкхокс,20.10.2023 в 09:38,1.52,5.10,5.00
Коламбус Блю Джекетс — Калгари Флэймз,21.10.2023 в 06:08,2.95,4.50,2.05
Нью-Йорк Айлендерс — Нью-Джерси Девилз,21.10.2023 в 06:38,2.25,4.40,2.65
ХК Норильск — СКА-Нева,19.10.2023 в 19:00,3.00,3.75,2.10
ХК Ростов — Металлург Новокузнецк,19.10.2023 в 23:30,3.80,4.30,1.70
Сахалинские Акулы — Академия СКА-Юниор,20.10.2023 в 15:00,3.90,4.80,1.62
Тайфун — МХК Крылья Советов,20.10.2023 в 16:00,4.40,5.00,1.53
Красная Армия — Русские Витязи,20.10.2023 в 20:30,1.45,5.20,5.00
Спутник Альметьевск — Чайка Нижний Новгород,20.10.2023 в 22:00,6.10,5.50,1.35
Реактор — Ирбис,20.10.2023 в 22:00,3.45,4.50,1.75
МХК Спартак Москва — Динамо-Шинник Бобруйск,20.10.2023 в 22:00,1.53,5.00,4.40
СКА-ГУОР Карелия — Академия Михайлова-юниор,20.10.2023 в 23:00,4.30,5.20,1.53
Лаваль Рокет — Рочестер Американс,19.10.2023 в 06:00,2.40,4.30,2.30
Провиденс Брюинз — Бриджпорт Айлендерс,19.10.2023 в 06:05,2.30,4.15,2.45
Кливленд Монстерз — Сиракьюз Кранч,21.10.2023 в 06:00,2.35,4.40,2.35
Хартфорд Вулф Пэк — Уилкс-Барре/Скрэнтон Пингвинз,21.10.2023 в 06:00,2.13,4.40,2.60
Спрингфилд Тандербердс — Лихай Вэлли Фантомс,21.10.2023 в 06:05,2.25,4.30,2.45
Манитоба Мус — Айова Уайлд,21.10.2023 в 07:00,2.17,4.30,2.55
Колорадо Иглз — Гранд-Рапидс Гриффинс,21.10.2023 в 08:05,2.15,4.40,2.55
Абботсфорд Кэнакс — Калгари Рэнглерс,21.10.2023 в 09:00,2.55,4.20,2.20
Сан-Диего Галлз — Онтарио Рейн,21.10.2023 в 09:00,2.25,4.40,2.45
Хендерсон Сильвер Найтс — Сан-Хосе Барракуда,21.10.2023 в 09:00,2.25,4.30,2.45
Торонто Марлис — Шарлотт Чекерс,22.10.2023 в 03:00,2.20,4.20,2.60
Манитоба Мус — Айова Уайлд,22.10.2023 в 06:00,2.20,4.30,2.55
Тусон Роудраннерс — Коачелла Вэлли Файрбердс,22.10.2023 в 08:00,2.50,4.30,2.20
Фиштаун Пингвинз — Изерлон,20.10.2023 в 00:30,1.60,4.90,4.50
Вольфсбург — Кельн,21.10.2023 в 00:30,2.13,4.30,2.85
Аугсбург — Ингольштадт,21.10.2023 в 00:30,2.55,4.20,2.35
Мангейм — Нюрнберг,21.10.2023 в 00:30,1.72,4.70,3.85
Франкфурт — Айсберен Берлин,21.10.2023 в 00:30,2.80,4.40,2.15
Швеннингер — Ред Булл Мюнхен,21.10.2023 в 00:30,3.00,4.60,2.00
Штраубинг — Дюссельдорф,21.10.2023 в 00:30,1.75,4.50,3.90
Торпедо Усть-Каменогорск — Арлан,19.10.2023 в 19:30,4.50,5.10,1.50
Иртыш Павлодар — Кулагер,19.10.2023 в 20:00,2.80,4.80,1.95
Оулун Кярпят — Юкурит,19.10.2023 в 22:30,2.15,3.90,3.00
Эссят — ХИФК,19.10.2023 в 22:30,2.85,3.80,2.30
Лулео — Ферьестад,20.10.2023 в 00:00,2.35,3.85,2.75
Векше Лейкерс — МоДо,20.10.2023 в 00:00,1.80,4.40,3.75
Мальме — Тимро,20.10.2023 в 00:00,2.45,4.15,2.50
Линчепинг — Фрелунда,20.10.2023 в 00:00,2.75,3.95,2.30
Эребру — ХВ71,20.10.2023 в 00:00,1.80,4.30,3.75
Регле — Шеллефтео,20.10.2023 в 00:00,2.40,3.80,2.65
Лександ — Оскарсхамн,20.10.2023 в 00:00,1.90,4.10,3.50
Пльзень — Маунтфилд ГК,20.10.2023 в 22:30,2.65,4.00,2.35
Литвинов — Витковице,20.10.2023 в 22:30,1.85,4.50,3.50
Комета Брно — Либерец,20.10.2023 в 23:00,2.18,4.20,2.80
Пардубице — Тршинец,20.10.2023 в 23:00,1.73,4.40,4.00
Оломоуц — Млада Болеслав,20.10.2023 в 23:00,2.20,4.10,2.85
Кладно — Мотор Ческе-Будеевице,20.10.2023 в 23:00,2.50,4.10,2.45
Биль — Лугано,21.10.2023 в 00:45,2.25,4.30,2.65
Рапперсвиль — Амбри-Пиотта,21.10.2023 в 00:45,1.80,4.50,3.60
Ажуа — Цюрих Лионс,21.10.2023 в 00:45,4.80,4.90,1.55
Женева Серветт — Лангнау Тайгерс,21.10.2023 в 00:45,1.55,4.90,5.00
Клотен — ЕВ Цуг,21.10.2023 в 00:45,3.25,4.40,1.92
Фрибур-Готтерон — Давос,21.10.2023 в 00:45,1.85,4.30,3.55
Зальцбург — Азиаго,21.10.2023 в 00:15,1.20,6.60,10.00
ТВК Иннсбрук — Вена Кэпиталс,21.10.2023 в 00:15,1.90,4.50,3.05
Грац — Филлах,21.10.2023 в 00:15,3.50,4.50,1.75
Клагенфурт — Олимпия Любляна,21.10.2023 в 00:15,1.57,4.70,4.30
Пайонирз Форальберг — Фехевар АВ19,21.10.2023 в 00:30,3.45,4.60,1.75
Больцано — Блэк Вингз Линц,21.10.2023 в 00:45,1.90,4.40,3.05
Рингерике — Лоренског,19.10.2023 в 23:30,1.70,4.70,3.60
Комет Халден — Фриск-Аскер,19.10.2023 в 23:30,10.00,7.80,1.18
Волеренга — Стьернен,19.10.2023 в 23:30,1.48,5.00,5.00
Сторхамар — Лиллехаммер,19.10.2023 в 23:30,1.18,9.50,8.00
Спишска Нова Вес — Попрад,20.10.2023 в 22:30,1.85,4.40,3.15
Дукла Михаловце — Гуменне,20.10.2023 в 22:30,1.40,5.40,5.40
Липтовски Микулаш — Слован Братислава,20.10.2023 в 23:00,3.45,4.50,1.75
Зволен — Нове Замки,20.10.2023 в 23:00,1.75,4.60,3.45
Нитра — Банска Быстрица,20.10.2023 в 23:00,2.35,4.40,2.35
Дукла Тренчин — Кошице,20.10.2023 в 23:30,2.50,4.30,2.20
Мичиган Стэйт Спартанс — Канизиус Голден Гриффинс,20.10.2023 в 06:00,1.58,4.90,4.05
Шэвиниган Катарактс — Гатино Олимпикс,19.10.2023 в 06:00,1.45,5.70,4.70
Квебек Ремпартс — Блейнвиль-Буазбрианд Армада,19.10.2023 в 06:00,2.40,4.80,2.20
Шарлоттаун Айлендерс — Руин-Норанда Хаскис,20.10.2023 в 05:00,3.80,5.00,1.62
Кейп Бретон — Акади-Батурст,20.10.2023 в 05:00,1.77,4.70,3.30
Драммондвилл Вольтижерс — Викториавиль,20.10.2023 в 06:00,2.65,4.30,2.10
Шикутими Садженинс — Римуски,20.10.2023 в 06:30,2.25,4.40,2.45
Летбридж Харрикейнз — Калгари Хитмен,19.10.2023 в 08:00,2.13,4.80,2.50
Портленд Уинтерхокс — Брэндон Уит Кингз,19.10.2023 в 09:00,1.72,5.00,3.30
Ванкувер Джайнтс — Медисин Хэт Тайгерс,19.10.2023 в 09:00,3.55,4.70,1.70
Трай-Сити Американс — Уэнатчи Уайлд,19.10.2023 в 09:05,2.17,4.20,2.60
Келоуна Рокетс — Свифт Каррент Бронкос,19.10.2023 в 09:05,3.00,4.60,1.90
Ниагара — Китченер Рейнджерс,19.10.2023 в 06:00,4.30,5.10,1.55
Брэнтфорд Булдогс — Лондон Найтс,19.10.2023 в 06:00,3.95,4.80,1.60
Садбери Вулвз — Миссиссога Стилхеадс,19.10.2023 в 06:05,1.90,4.60,2.95
Питерборо Питс — Су-Сент-Мари Грейхаундз,19.10.2023 в 22:05,2.05,4.30,2.75
Барри Кольтс — Флинт Фаербердс,20.10.2023 в 06:00,1.70,5.00,3.35
Данди Старз — Кардифф Дэвилс,19.10.2023 в 01:30,5.10,5.10,1.45
Глазго Клэн — Шеффилд Стилерс,19.10.2023 в 01:30,3.15,3.95,1.95
Акрони Есенице — Клагенфурт 2,20.10.2023 в 00:00,1.07,10.00,16.00
Целе — Фасса Фальконс,20.10.2023 в 00:00,3.05,4.00,2.00
Стил Вингс Линц — Кицбюэль,20.10.2023 в 00:15,3.80,4.60,1.67
Ред Булл Зальцбург 2 — Брегенцервальд,20.10.2023 в 00:15,1.98,4.15,3.00
ЕК Целль-ам-Зе — Риттен Спорт,20.10.2023 в 00:30,1.73,4.80,3.40
Випитено Штерцинг Бронкос — Люстенау,20.10.2023 в 01:00,1.85,4.40,3.15
Унтерланд Кавальерс — Кортина Хафро,20.10.2023 в 01:00,3.15,4.20,1.90
Мерано — Гердеина,20.10.2023 в 01:30,2.55,4.50,2.15
Корона Брашов — МАК Будапешт,19.10.2023 в 04:00,2.25,4.15,2.55
Георгени — Уйпешт,19.10.2023 в 22:30,1.75,4.50,3.50
Корона Брашов — МАК Будапешт,19.10.2023 в 22:30,2.50,4.20,2.25
Ермак — Факел Салехард,19.10.2023 в 18:00,5.80,5.70,1.37
К-Эспоо — ФПС,19.10.2023 в 22:30,1.17,7.90,10.00
Пльзень U20 — Млада Болеслав U20,19.10.2023 в 22:00,2.40,4.05,2.20
Мотор Ческе Будеевице U20 — Литвинов U20,19.10.2023 в 22:15,2.02,4.20,2.65
Спарта Прага U20 — Либерец U20,19.10.2023 в 23:00,1.60,4.70,3.65
Пршеров U20 — Витковице U20,19.10.2023 в 23:00,3.95,4.50,1.58
Оломоуц U20 — Комета Брно U20,19.10.2023 в 23:00,3.30,4.20,1.75
Злин U20 — Дукла Йиглава U20,19.10.2023 в 23:00,2.55,4.10,2.10
Никко Айс Бакс — Анян Халла,21.10.2023 в 12:00,2.80,4.60,1.98
Тохоку Фри Блэйдз — Ред Иглз Хоккайдо,21.10.2023 в 15:00,6.10,5.90,1.35
Динамо-Нева (ж) — Белые Медведицы (ж),19.10.2023 в 17:00,1.40,5.40,5.40
